system:index,NDVI,date,month,sensor,site_key,site_label,source,year,.geo
1_1_1_51,-0.018823562999619337,2020-04-15,4,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_52,0.07923664606265352,2020-05-15,5,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_53,0.42708887425453257,2020-06-15,6,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_54,0.5916181788723267,2020-07-15,7,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_55,0.6026818239192173,2020-08-15,8,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_56,0.4900406533904407,2020-09-15,9,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_57,0.3692272683825904,2020-10-15,10,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_61,0.047808333333333335,2021-02-15,2,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_62,0.08581466271823415,2021-03-15,3,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_63,0.14356204379562046,2021-04-15,4,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_64,0.2864656287482317,2021-05-15,5,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_65,0.36659497319073986,2021-06-15,6,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_66,0.7514000000000001,2021-07-15,7,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_67,0.4701210313548429,2021-08-15,8,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_68,0.5460266812522708,2021-09-15,9,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_69,0.46542573097729245,2021-10-15,10,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_70,0.33189847908745246,2021-11-15,11,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_74,0.03444599786552828,2022-03-15,3,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_75,0.1792849664743246,2022-04-15,4,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_76,0.37111545478912167,2022-05-15,5,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_77,0.444614217215522,2022-06-15,6,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_78,0.6328957027626347,2022-07-15,7,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_79,0.578145997524576,2022-08-15,8,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_80,0.4881906457781883,2022-09-15,9,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_81,0.3655658095392982,2022-10-15,10,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_82,0.2621736825033321,2022-11-15,11,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_83,0.24086913906492996,2022-12-15,12,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_84,0.1821234098028758,2023-01-15,1,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_86,-0.02160348692403487,2023-03-15,3,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_87,-0.001722861442932059,2023-04-15,4,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_88,0.13822634169815512,2023-05-15,5,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
